"filename", "language", "JavaScript", "JSON", "comment", "blank", "total"
"/Users/alokrai/Documents/courses/smart-brain-api/controllers/image.js", "JavaScript", 28, 0, 0, 5, 33
"/Users/alokrai/Documents/courses/smart-brain-api/controllers/profile.js", "JavaScript", 15, 0, 0, 2, 17
"/Users/alokrai/Documents/courses/smart-brain-api/controllers/register.js", "JavaScript", 33, 0, 0, 2, 35
"/Users/alokrai/Documents/courses/smart-brain-api/controllers/signin.js", "JavaScript", 28, 0, 0, 2, 30
"/Users/alokrai/Documents/courses/smart-brain-api/package-lock.json", "JSON", 0, 2686, 0, 1, 2687
"/Users/alokrai/Documents/courses/smart-brain-api/package.json", "JSON", 0, 24, 0, 1, 25
"/Users/alokrai/Documents/courses/smart-brain-api/server.js", "JavaScript", 40, 0, 0, 12, 52
"Total", "-", 144, 2710, 0, 25, 2879
